 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 19 703 14 1 ZTF_g 478157155315 0 3.922 90.863 14.2995 25.8369 2.21996e-05 0.0512869 -0.114522 4.61901e-05 1818 30. 0.087824 0.069798 18.5348 25.8369 1 2458232.6571528 703120153 -544.133919629723 80.5660644338421 -7.51291458061107 1.14513626293541 -709.274711380985 109.57984928889 -6.51626847457788 1.08366961186901 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 20 703 14 1 ZTF_g 480155635315 0 3.1567 74.3718 17.3092 25.6209 2.42573e-05 0.0521432 -0.100256 5.1138e-05 1618 30. 0.071374 0.060971 18.3145 25.6209 1 2458234.6556366 703120153 -311.48208709076 86.8447673081288 -3.98973656780942 1.1596813469895 -249.343047202354 129.385554182673 -1.94011138690788 1.07747315020797 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 21 744 3 2 ZTF_g 481160491015 0 2.9402 168.814 15.0035 26.1622 6.5068e-06 0.0301905 -0.0840594 1.43983e-05 2109 30. 0.065611 0.0552 19.107 26.1622 1 2458235.6604977 744120110 null null null null null null null null null null null null null 2458166.671806 2458443.795567 56,57
 22 703 14 1 ZTF_g 482158615315 0 3.3418 119.247 17.194 26.1092 1.2094e-05 0.0396188 -0.101684 2.46331e-05 2037 30. 0.068402 0.060119 18.782 26.1092 1 2458236.6586111 703120153 -766.129245450923 94.5123010819748 -9.01713361492826 1.15181802719252 -711.12445521732 135.856332707859 -5.26963966322547 1.09333114478061 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 23 744 3 2 ZTF_r 567489351015 0 1.9258 158.333 11.9999 26.0849 1.9401e-06 0.0164514 0.0795396 4.25035e-06 2135 30. 0.04804 0.048352 19.7333 26.0849 1 2458321.9893519 744120210 null null null null null null null null null null null null null 2458154.630613 2458338.987477 56,57
 24 703 14 1 ZTF_r 570489245315 0 2.3189 177.966 10.577 26.0414 2.5749e-06 0.018228 0.0838004 5.28097e-06 2123 30. 0.057354 0.048045 19.6849 26.0414 1 2458324.9892477 703120253 -1116.56838837924 42.3490137646047 -29.3289711587343 2.4266300265381 -1051.51895729612 72.6398818620846 -14.5732753252881 1.05653810635261 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
 25 744 3 2 ZTF_g 572490721015 37748736 3.9497 115.495 18.7103 25.6954 5.47902e-05 0.0749334 -0.0528722 0.000125596 1521 30. 0.077122 0.073788 18.2068 25.6954 1 2458326.9907292 744120110 null null null null null null null null null null null null null 2458166.671806 2458443.795567 56,57
 26 703 14 1 ZTF_g 572491195315 33554432 2.5377 44.5861 13.523 24.9662 0.000120372 0.108759 -0.104271 0.000258847 1357 30. 0.058466 0.06889 18.0436 24.9662 1 2458326.9911921 703120153 -238.15171512711 70.2473419047854 -3.77119178457735 0.89101797749848 -114.604089968649 112.594170313626 -1.02470629506793 1.07148983955003 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 27 703 14 1 ZTF_g 573490505315 33554432 2.6081 64.7575 16.6928 25.4412 2.55844e-05 0.0554684 -0.087633 5.33269e-05 1804 30. 0.062735 0.061039 18.3431 25.4412 1 2458327.9905093 703120153 -385.474925508089 82.0154401321478 -5.22823757980053 1.01187926813522 -616.08202332426 138.577674309188 -4.47569476316754 1.05389558943334 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 28 703 14 1 ZTF_g 575470105315 0 1.9109 109.614 14.6686 25.9776 6.4684e-06 0.0292914 -0.0195236 1.32194e-05 2085 30. 0.068404 0.050535 19.3463 25.9776 1 2458329.9701042 703120153 -622.07224813367 74.5973209990377 -9.27624898612777 1.93266666157107 -640.24747331557 129.21206252751 -4.98838548256825 1.11097269370486 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 29 703 14 1 ZTF_r 575493465315 0 1.8901 178.482 13.6657 26.0727 2.4186e-06 0.0175861 0.0795056 4.95519e-06 2093 30. 0.049537 0.045914 19.5513 26.0727 1 2458329.9934606 703120253 -1300.26498035491 49.1527086572443 -29.4265407616994 3.40522579549197 -1162.51254538333 98.1264814289144 -11.92687353321 1.02995976365851 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
 30 703 14 1 ZTF_g 576490495315 0 2.729 110.636 13.963 25.9862 9.1043e-06 0.0346502 -0.0162725 1.85348e-05 2076 30. 0.068416 0.056711 19.1702 25.9862 1 2458330.9904977 703120153 40248.9498433272 154.89504244036 289.049243152801 19.8191675471241 41163.9507314689 183.443609303462 225.906982888977 1.17519058425251 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 31 703 14 1 ZTF_r 580446485315 0 2.1771 176.21 10.4938 26.0476 2.1339e-06 0.0164498 0.0799733 4.38261e-06 2090 30. 0.050576 0.049594 19.6844 26.0476 1 2458334.9464815 703120253 23005.2123057375 91.9874588915288 278.196988738838 25.621079120557 22979.9567461753 108.313335380722 213.590764199919 1.0406400369889 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
 32 703 14 1 ZTF_g 580484475315 0 2.2174 125.171 9.56984 26.1134 4.0184e-06 0.0231095 -0.0281613 8.19331e-06 2089 30. 0.058377 0.054128 20.0266 26.1134 1 2458334.9844792 703120153 26629.7292882907 109.559842778662 270.37725356507 34.3152420129409 25837.5375791432 117.043853356082 222.237683871908 1.15415379344258 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 33 703 14 1 ZTF_r 581464015315 0 2.2713 185.179 9.46926 26.0998 1.5221e-06 0.0138688 0.0846936 3.11483e-06 2087 30. 0.040717 0.04714 19.9108 26.0998 1 2458335.9640162 703120253 17586.005257168 79.7139615328924 245.407373290074 18.542298041897 17605.2158328968 87.9971631087129 201.413174565067 1.05091869472861 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
 34 744 3 2 ZTF_r 581464471015 0 2.1781 160.143 10.0161 26.0811 1.6474e-06 0.0149414 0.0886757 3.65548e-06 2110 30. 0.038874 0.045017 19.9459 26.0811 1 2458335.9644792 744120210 null null null null null null null null null null null null null 2458154.630613 2458338.987477 57,61
 35 703 14 1 ZTF_g 581493065315 0 2.175 125.833 10.3072 26.1247 3.6978e-06 0.0220773 -0.0313264 7.55104e-06 2087 30. 0.043691 0.044218 19.8376 26.1247 1 2458335.9930671 703120153 23014.2630754937 105.914344130035 241.711377327326 20.1276780574169 22891.5661328751 122.713048599791 187.801887499382 1.13239387655337 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 36 703 14 1 ZTF_r 582443765315 0 2.9753 188.027 9.56967 26.1171 3.8214e-06 0.0220232 0.0771151 7.81895e-06 2085 30. 0.059685 0.06444 19.6717 26.1171 1 2458336.9437616 703120253 14244.1355388924 78.9153563252109 200.784127061466 6.68288110151244 14796.3398598689 90.7217392232749 164.194317565614 1.06755226892599 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
 37 703 14 1 ZTF_g 582495095315 0 2.2434 133.247 10.0257 26.2035 3.7209e-06 0.0222172 -0.0369712 7.57549e-06 2090 30. 0.048765 0.045113 20.0394 26.2035 1 2458336.9950926 703120153 17725.5767118531 91.8719421764421 214.621031453312 16.9884548921937 17269.3413161721 103.410898444931 168.122041148157 1.14960278929969 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 38 703 14 1 ZTF_g 584446705315 0 3.0309 112.883 6.21107 26.0019 6.2096e-06 0.0288056 -0.011037 1.26393e-05 2119 30. 0.097158 0.088489 19.989 26.0019 1 2458338.9467014 703120153 828.251325025482 41.6875629291306 22.1009241242823 1.58175597741743 755.440094744955 56.72936198394 13.4062503199409 1.1721141763191 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 39 703 14 1 ZTF_r 584487025315 0 2.0818 188.607 7.67951 26.1152 1.7203e-06 0.0147504 0.0802149 3.5304e-06 2138 30. 0.042243 0.043222 20.3053 26.1152 1 2458338.9870255 703120253 984.262810388241 31.3515035293212 34.9226751221811 3.31465791104561 998.865088594114 51.0329137485937 19.7047832187148 1.04453876584095 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
 40 703 14 1 ZTF_r 586448585315 0 2.1548 127.33 6.72905 25.6889 4.2138e-06 0.0232883 0.0788337 8.66354e-06 2128 30. 0.088383 0.065354 19.8992 25.6889 1 2458340.948588 703120253 -45.602537994745 26.5683021288194 -1.90932567944822 3.76643838203984 -21.4028915848166 48.2111048645986 -0.446931082611959 1.03762391363231 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
 41 703 14 1 ZTF_g 586502665315 0 2.1064 92.78 11.6537 25.7688 5.6299e-06 0.0274616 -0.0224055 1.1475e-05 2128 30. 0.055338 0.051666 19.3145 25.7688 1 2458341.002662 703120153 -21.5772148378352 57.1630226401391 -0.419889487546644 1.20031961095451 -242.242394671548 96.0635560782232 -2.53867253194824 1.11159260155219 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 42 703 14 1 ZTF_g 588448125315 0 2.5347 95.7404 5.01578 25.834 4.5758e-06 0.0246864 -0.0210124 9.30319e-06 2084 30. 0.078415 0.056167 20.2869 25.834 1 2458342.948125 703120153 3511.35337079068 43.7646322093133 89.2495542242778 3.1985849435841 3473.64944751074 51.8473205891224 67.4488987407674 1.1397707789307 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 43 703 14 1 ZTF_r 588490795315 0 2.2709 178.276 6.76174 26.06 1.9076e-06 0.0154777 0.0825669 3.91863e-06 2094 30. 0.048747 0.044375 20.3112 26.06 1 2458342.9907986 703120253 4536.21495544322 45.2914259368244 111.412118682029 4.363495274566 4742.58959383981 57.2129982472588 83.4518615330134 1.06233410548958 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
 44 703 14 1 ZTF_g 589448005315 0 2.184 117.415 5.21922 26.0281 3.1704e-06 0.0206282 -0.0207065 6.42919e-06 2094 30. 0.060715 0.048033 20.5919 26.0281 1 2458343.9480093 703120153 273.22368616157 25.5693675571499 11.8864771877908 2.49280055637144 129.879538114645 39.2491496220802 3.331391521484 1.13923934863878 0.210711862083118 18.5940000534058 0.0199999995529652 0.718999981880188 0.00800000037997961 2458166.670324 2458349.946007 0
 45 703 14 1 ZTF_r 589489375315 0 1.6878 188.205 6.64893 26.1128 1.8128e-06 0.0152636 0.0814784 3.71782e-06 2122 30. 0.041579 0.034762 20.4953 26.1128 1 2458343.989375 703120253 607.987359933422 24.1611790492644 27.9918258622135 6.32149924189453 718.657496581892 42.9780932863824 16.8341040945738 1.039880549723 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
 46 703 14 1 ZTF_r 590474805315 0 1.9002 188.145 6.65002 26.1193 2.2324e-06 0.0169654 0.0765484 4.55226e-06 2112 30. 0.041535 0.035902 20.4321 26.1193 1 2458344.9748032 703120253 -545.848840112703 22.7025895041716 -26.7455662042036 6.26128976369998 -452.940390546223 43.3881751005673 -10.5095678506763 1.03506136578718 0.406520805419053 18.0099996566772 0.0649999976158142 6.11800003051758 -0.298000007867813 2458154.690405 2458342.990799 0
